what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354018667622
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018670757
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018686295
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018696294
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018696700
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354018698572
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354019297163
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354019553408
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354019553408
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354019559211
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354021279850
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354021286339
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354022706630
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354022709547
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354022709594
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354022711606
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354022717441
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354022726083
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354022726489
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354022728330
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354023006527
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354024107002
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354024107002
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354024125005
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354028683100
