what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354033155318
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354033218904
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354033218904
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354033220870
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354033221088
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354033222835
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354033262459
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354033266671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354033267046
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354033269167
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354033867243
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354038459435
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354038459435
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1354038462072
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354038508606
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354038837314
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1354038854365
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1354038857594
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354039287656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354039288795
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1354039320946
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1354039321150
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354039321447
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354039398058
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354039400336
