what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui,1353953378561
started,bundle,org.eclipse.mylyn.team.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.team.ui,1353953378561
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20080827,org.eclipse.team.cvs.core,1353953378561
started,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1353953378561
started,bundle,com.altera.sbtgui.integration,9.1.0.222,com.altera.sbtgui.integration,1353953378561
started,bundle,com.altera.sbtgui.project,9.1.0.222,com.altera.sbtgui.project,1353953378561
started,bundle,com.altera.systemconsole,9.1.0.222,com.altera.systemconsole,1353953378561
started,bundle,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch,1353953379887
started,bundle,org.eclipse.cdt.launch,5.0.1.200809120802,org.eclipse.cdt.launch,1353953382680
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353953382742
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353953391166
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353953391182
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353953395440
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1353953397110
started,bundle,org.eclipse.cdt.debug.core,5.0.1.200809120802,org.eclipse.cdt.debug.core,1353953397141
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353953399122
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353953399450
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1353953401805
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200809120802,org.eclipse.cdt.debug.mi.ui,1353953402616
started,bundle,org.eclipse.cdt.debug.mi.core,5.0.1.200809120802,org.eclipse.cdt.debug.mi.core,1353953402648
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353953598852
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353954694124
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353954694218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353954695450
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1353954695793
