what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016346058
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1354016346058
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354016346823
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016389757
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016415943
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1354016415943
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354016418049
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016420654
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016429328
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1354016429328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016432682
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016433087
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354016435022
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016449252
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016450625
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1354016572929
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016572929
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354016667930
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018450526
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018466012
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018648573
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018650477
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354018657310
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354018661304
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354018667325
