what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354028685861
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354028686907
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354028688311
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354028717436
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354028720587
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354028721445
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354028723239
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354029005653
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354029006620
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354029011456
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354029013125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354029013531
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354029015450
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354029614508
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354032129582
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354032129582
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354032130003
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354032536432
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354032538647
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1354032538803
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354032540473
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354032548647
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354032551705
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354032552095
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354032553904
