what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354040168382
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1354040624420
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1354040624420
executed,command,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.project.buildAll,1354040625131
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354040625443
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354040638875
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354040679715
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.RunLast,1354040684489
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354040686455
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354040686829
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1354040686845
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354040688670
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354041554473
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354044740274
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1354044740289
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354044741022
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354046541075
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1354046543587
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354046545521
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354046595812
activated,editor,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui.editor.CEditor,1354046595827
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354046605889
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354046657026
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354046657775
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1354046659163
